0.01 0.01 0.01 0.00924930747922449 0.00900000000000011 0.0009530295410323507
0.01 0.01 0.01 0.011107615230460834 0.008599999999999932 0.0008839846189029051
0.01 0.01 0.02 0.0050982537834692015 0.005400000000000054 0.015177861035860208
0.01 0.01 0.02 0.009033924611973368 0.008099999999999979 0.010569663627327336
0.01 0.01 0.03 0.0059346534653464825 0.0062999999999999445 0.024360651562344713
0.01 0.01 0.03 0.010374708171206316 0.00910000000000008 0.018708389258090333
0.01 0.01 0.04 0.007498780487804883 0.0077000000000000055 0.03245525045877593
0.01 0.01 0.04 0.0073295918367347 0.0077000000000000055 0.03294137892745308
0.01 0.01 0.05 0.007052348993288654 0.007100000000000065 0.04267334971985706
0.01 0.01 0.05 0.010125818181818257 0.009100000000000066 0.03863853594409337
0.01 0.01 0.06 0.005209399477806764 0.005799999999999972 0.05552742064833917
0.01 0.01 0.06 0.008388357588357572 0.007699999999999985 0.04963713524817924
0.01 0.01 0.07 0.004979816513761435 0.005899999999999961 0.06653344752688778
0.01 0.01 0.07 0.011449499999999923 0.010199999999999931 0.05674261888765618
0.01 0.01 0.08 0.0042457249070632684 0.004700000000000079 0.07652518046447547
0.01 0.01 0.08 0.011559537572254277 0.00989999999999995 0.06540063265182758
0.01 0.01 0.09 0.004055895196506443 0.004299999999999887 0.08600207718880681
0.01 0.01 0.09 0.011314285714285777 0.01080000000000006 0.07730105419994514
0.01 0.01 0.1 0.002513227513227599 0.0025000000000000855 0.09632923458493164
0.01 0.01 0.1 0.010852173913043587 0.010400000000000104 0.0876740487807995
0.01 0.02 0.01 0.009050587634133859 0.020499999999999956 0.20109497924202158
0.01 0.02 0.01 0.011348553392951072 0.02019999999999999 0.12249574509670126
0.01 0.02 0.02 0.006812066752246429 0.016899999999999898 0.013679383756301521
0.01 0.02 0.02 0.010376735459662301 0.019800000000000022 0.0015537021328294461
0.01 0.02 0.03 0.007235996896819244 0.01780000000000001 0.028314069967607592
0.01 0.02 0.03 0.011074198250728815 0.020699999999999913 0.022511601150402575
0.01 0.02 0.04 0.007482097649186284 0.01920000000000007 0.039823647913970237
0.01 0.02 0.04 0.008853795379537982 0.01930000000000006 0.043705206553015026
0.01 0.02 0.05 0.007847914183551808 0.01859999999999991 0.04865324378057978
0.01 0.02 0.05 0.010052631578947407 0.019100000000000075 0.04279018768676203
0.01 0.02 0.06 0.006758184319119684 0.017300000000000038 0.06379487879868428
0.01 0.02 0.06 0.010340269277845805 0.01920000000000005 0.06115701256361452
0.01 0.02 0.07 0.0061428115015974534 0.017400000000000027 0.07739545667423528
0.01 0.02 0.07 0.010133114754098331 0.02019999999999994 0.06434480125984224
