0.01 0.01 0.01 9980 1020 2031 9969 1055 2023
0.01 0.01 0.01 9980 1020 2031 9968 1059 2058
0.01 0.01 0.01 9980 1020 2031 9997 1060 2039
0.01 0.01 0.01 9980 1020 2031 9988 1053 2053
0.01 0.01 0.01 9980 1020 2031 9986 1055 2046
0.01 0.01 0.01 9980 1020 2031 9964 1056 2042
0.01 0.01 0.01 9980 1020 2031 9985 1072 2040
0.01 0.01 0.01 9980 1020 2031 9992 1052 2050
0.01 0.01 0.01 9980 1020 2031 9976 1060 2040
0.01 0.01 0.01 9980 1020 2031 10017 1063 2053
0.01 0.01 0.01 9980 1020 2031 9987 1048 2034
0.01 0.01 0.01 9980 1020 2031 9967 1059 2031
0.01 0.01 0.01 9980 1020 2031 9961 1051 2036
0.01 0.01 0.01 9980 1020 2031 9981 1053 2047
0.01 0.01 0.01 9980 1020 2031 9955 1040 2044
0.01 0.01 0.01 9980 1020 2031 9983 1069 2029
0.01 0.01 0.01 9980 1020 2031 9987 1040 2047
0.01 0.01 0.01 9980 1020 2031 9988 1050 2047
0.01 0.01 0.01 9980 1020 2031 9978 1045 2039
0.01 0.01 0.01 9980 1020 2031 10015 1073 2047
0.01 0.01 0.02 9980 1020 2031 10087 1080 2051
0.01 0.01 0.02 9980 1020 2031 10075 1080 2064
0.01 0.01 0.02 9980 1020 2031 10104 1087 2066
0.01 0.01 0.02 9980 1020 2031 10085 1091 2068
0.01 0.01 0.02 9980 1020 2031 10085 1093 2079
0.01 0.01 0.02 9980 1020 2031 10072 1067 2069
0.01 0.01 0.02 9980 1020 2031 10091 1076 2078
0.01 0.01 0.02 9980 1020 2031 10083 1077 2058
0.01 0.01 0.02 9980 1020 2031 10060 1079 2064
0.01 0.01 0.02 9980 1020 2031 10116 1071 2074
0.01 0.01 0.02 9980 1020 2031 10068 1072 2069
0.01 0.01 0.02 9980 1020 2031 10062 1076 2067
0.01 0.01 0.02 9980 1020 2031 10043 1062 2061
0.01 0.01 0.02 9980 1020 2031 10076 1076 2078
0.01 0.01 0.02 9980 1020 2031 10110 1083 2070
0.01 0.01 0.02 9980 1020 2031 10085 1091 2064
0.01 0.01 0.02 9980 1020 2031 10070 1070 2058
0.01 0.01 0.02 9980 1020 2031 10057 1070 2072
0.01 0.01 0.02 9980 1020 2031 10082 1091 2061
