p_s p_d d S D I K1 K2 k S_k_half S_norm D_norm, I_norm
0.02 0.04 0.04 639 1012 1005 9980 9938 21 836 0.003048955052963069 0.004828705029105831 0.0050350701402805615
0.02 0.04 0.04 714 1091 1086 9980 9992 21 929 0.003406813627254509 0.005205649394026147 0.005440881763527054
0.02 0.04 0.04 658 1133 879 9980 9953 21 897 0.003139612558450234 0.005406050195629354 0.004403807615230461
0.02 0.04 0.04 636 1132 818 9980 9972 21 802 0.0030346407099914115 0.0054012787479721346 0.0040981963927855716
0.02 0.04 0.04 597 1122 984 9980 9989 21 826 0.0028485542513598627 0.005353564271399942 0.004929859719438877
0.02 0.04 0.04 495 1132 960 9980 10005 21 769 0.0023618665903235043 0.0054012787479721346 0.004809619238476954
0.02 0.04 0.04 549 1217 918 9980 9964 21 833 0.002619524763813341 0.005806851798835767 0.004599198396793587
0.02 0.04 0.04 675 1158 861 9980 10009 21 872 0.0032207271686229603 0.005525336387059834 0.0043136272545090185
0.02 0.04 0.05 339 793 808 9980 10065 21 720 0.001617520755797309 0.003783757992174826 0.00404809619238477
0.02 0.04 0.05 463 1027 883 9980 10099 21 729 0.0022091802652924896 0.004900276743964119 0.004423847695390781
0.02 0.04 0.05 460 1042 1003 9980 10031 21 654 0.002194865922320832 0.004971848458822406 0.005025050100200401
0.02 0.04 0.05 452 784 1008 9980 10082 21 679 0.0021566943410630786 0.0037408149632598532 0.005050100200400802
0.02 0.04 0.05 555 924 949 9980 10085 21 800 0.0026481534497566563 0.004408817635270541 0.004754509018036072
0.02 0.04 0.05 512 1067 842 9980 10120 21 861 0.0024429812004962306 0.005091134650252887 0.004218436873747495
0.02 0.04 0.05 409 1067 1116 9980 10082 21 578 0.001951522091802653 0.005091134650252887 0.0055911823647294585
0.02 0.04 0.05 504 917 956 9980 10062 21 740 0.002404809619238477 0.004375417501670006 0.004789579158316634
0.02 0.04 0.05 422 1077 862 9980 10073 21 650 0.0020135509113465024 0.005138849126825079 0.004318637274549098
0.02 0.04 0.05 493 1088 923 9980 10047 21 691 0.002352323695009066 0.00519133505105449 0.004624248496993988
0.02 0.04 0.05 536 891 950 9980 10083 21 791 0.0025574959442694915 0.004251359862582307 0.004759519038076153
0.02 0.04 0.05 566 934 847 9980 10064 21 868 0.0027006393739860673 0.004456532111842733 0.004243486973947896
0.02 0.04 0.05 466 887 990 9980 10056 21 758 0.0022234946082641473 0.0042322740719534305 0.004959919839679358
0.02 0.04 0.05 519 893 1008 9980 10104 21 797 0.002476381334096765 0.004260902757896746 0.005050100200400802
0.02 0.04 0.05 367 986 917 9980 10102 21 626 0.0017511212901994465 0.004704647390018132 0.004594188376753507
0.02 0.04 0.05 417 930 984 9980 10086 21 672 0.0019896936730604067 0.004437446321213856 0.004929859719438877
0.02 0.04 0.05 415 799 792 9980 10050 21 638 0.0019801507777459683 0.003812386678118141 0.003967935871743487
0.02 0.04 0.05 547 862 932 9980 10052 21 759 0.0026099818684989025 0.004112987880522951 0.004669338677354709
0.02 0.04 0.05 445 1055 946 9980 10082 21 697 0.002123294207462544 0.005033877278366256 0.004739478957915832
0.02 0.04 0.05 466 807 1194 9980 10100 21 713 0.0022234946082641473 0.0038505582593758945 0.005981963927855711
0.02 0.05 0.01 734 1918 295 9980 9534 21 1065 0.003502242580398893 0.009151636606546425 0.0014779559118236474
0.02 0.05 0.01 756 2106 346 9980 9583 21 921 0.0036072144288577155 0.010048668766103636 0.0017334669338677354
0.02 0.05 0.01 941 2092 282 9980 9599 21 1068 0.004489932245443268 0.009981868498902566 0.0014128256513026053
0.02 0.05 0.01 893 1906 337 9980 9597 21 1033 0.004260902757896746 0.009094379234659796 0.001688376753507014
0.02 0.05 0.01 672 2147 342 9980 9599 21 865 0.0032064128256513026 0.010244298120049624 0.0017134268537074148
0.02 0.05 0.01 1014 2053 412 9980 9591 21 1169 0.004838247924420269 0.009795782040271019 0.0020641282565130262
0.02 0.05 0.01 823 2074 443 9980 9601 21 943 0.003926901421891402 0.009895982441072622 0.002219438877755511
0.02 0.05 0.01 807 2004 403 9980 9566 21 941 0.0038505582593758945 0.009561981105067277 0.0020190380761523044
0.02 0.05 0.01 773 1831 464 9980 9616 21 909 0.003688329039030442 0.008736520660368357 0.0023246492985971945
0.02 0.05 0.01 716 2090 355 9980 9581 21 844 0.0034163565225689475 0.009972325603588128 0.0017785571142284568
0.02 0.05 0.01 856 1952 253 9980 9560 21 1043 0.0040843591945796355 0.009313865826891879 0.0012675350701402805
0.02 0.05 0.01 897 2238 316 9980 9563 21 968 0.004279988548525623 0.010678499856856571 0.0015831663326653306
0.02 0.05 0.01 876 1767 381 9980 9584 21 1008 0.004179788147724019 0.008431148010306326 0.0019088176352705412
0.02 0.05 0.01 897 2169 311 9980 9586 21 1009 0.004279988548525623 0.010349269968508445 0.00155811623246493
0.02 0.05 0.01 743 2118 392 9980 9564 21 929 0.003545185609313866 0.010105926137990266 0.001963927855711423
0.02 0.05 0.01 814 1936 415 9980 9588 21 936 0.003883958392976429 0.009237522664376371 0.0020791583166332667
0.02 0.05 0.01 686 1882 344 9980 9534 21 851 0.0032732130928523713 0.008979864490886535 0.0017234468937875752
0.02 0.05 0.01 888 2000 372 9980 9597 21 1061 0.00423704551961065 0.0095428953144384 0.0018637274549098196
0.02 0.05 0.01 750 2081 412 9980 9583 21 985 0.0035785857429144 0.009929382574673155 0.0020641282565130262
0.02 0.05 0.01 913 2056 331 9980 9581 21 1035 0.00435633171104113 0.009810096383242676 0.0016583166332665331
0.02 0.05 0.02 512 1458 523 9980 9670 21 892 0.0024429812004962306 0.006956770684225594 0.0026202404809619237
0.02 0.05 0.02 636 1737 550 9980 9684 21 841 0.0030346407099914115 0.008288004580589751 0.0027555110220440883
0.02 0.05 0.02 790 1754 486 9980 9689 21 989 0.003769443649203168 0.008369119190762477 0.0024348697394789578
0.02 0.05 0.02 656 1789 675 9980 9700 21 874 0.0031300696631357955 0.00853611985876515 0.003381763527054108
0.02 0.05 0.02 570 1712 527 9980 9707 21 791 0.002719725164614944 0.008168718389159271 0.0026402805611222446
0.02 0.05 0.02 836 1641 622 9980 9715 21 1051 0.003988930241435251 0.007829945605496708 0.00311623246492986
0.02 0.05 0.02 754 1754 650 9980 9696 21 891 0.003597671533543277 0.008369119190762477 0.003256513026052104
0.02 0.05 0.02 735 1379 566 9980 9675 21 927 0.0035070140280561123 0.006579826319305277 0.0028356713426853706
0.02 0.05 0.02 605 1420 735 9980 9736 21 782 0.002886725832617616 0.006775455673251264 0.003682364729458918
0.02 0.05 0.02 636 1652 572 9980 9674 21 787 0.0030346407099914115 0.00788243152972612 0.0028657314629258516
0.02 0.05 0.02 601 1643 694 9980 9662 21 795 0.002867640041988739 0.007839488500811146 0.0034769539078156313
0.02 0.05 0.02 736 1740 521 9980 9671 21 949 0.0035117854757133315 0.00830231892356141 0.0026102204408817637
0.02 0.05 0.02 720 1553 540 9980 9664 21 896 0.0034354423131978244 0.007410058211661418 0.0027054108216432865
0.02 0.05 0.02 713 1702 514 9980 9710 21 910 0.00340204217959729 0.008121003912587079 0.0025751503006012024
0.02 0.05 0.02 637 1693 533 9980 9660 21 870 0.0030394121576486307 0.008078060883672106 0.0026703406813627256
0.02 0.05 0.02 735 1675 617 9980 9683 21 904 0.0035070140280561123 0.00799217482584216 0.003091182364729459
0.02 0.05 0.02 497 1546 502 9980 9633 21 705 0.0023714094856379427 0.007376658078060884 0.0025150300601202405
0.02 0.05 0.02 615 1461 632 9980 9671 21 828 0.0029344403091898083 0.0069710850271972515 0.0031663326653306612
0.02 0.05 0.02 648 1727 584 9980 9675 21 904 0.0030918980818780417 0.00824029010401756 0.0029258517034068134
0.02 0.05 0.02 805 1627 559 9980 9696 21 1011 0.003841015364061456 0.007763145338295639 0.0028006012024048097
0.02 0.05 0.03 412 1224 606 9980 9761 21 819 0.0019658364347743106 0.005840251932436301 0.003036072144288577
0.02 0.05 0.03 598 1396 712 9980 9760 21 794 0.002853325699017082 0.006660940929478004 0.003567134268537074
0.02 0.05 0.03 516 1521 822 9980 9741 21 714 0.0024620669911251075 0.007257371886630404 0.004118236472945892
0.02 0.05 0.03 522 1432 730 9980 9796 21 795 0.0024906956770684224 0.006832713045137895 0.003657314629258517
0.02 0.05 0.03 545 1317 638 9980 9789 21 831 0.002600438973184464 0.006283996564557687 0.003196392785571142
0.02 0.05 0.03 482 1426 683 9980 9750 21 716 0.0022998377707796544 0.00680408435919458 0.0034218436873747495
0.02 0.05 0.03 656 1431 828 9980 9790 21 828 0.0031300696631357955 0.006827941597480676 0.0041482965931863725
0.02 0.05 0.03 612 1179 681 9980 9760 21 807 0.0029201259662181506 0.005625536787861437 0.003411823647294589
0.02 0.05 0.03 419 1526 629 9980 9761 21 680 0.0019992365683748447 0.0072812291249165 0.0031513026052104208
0.02 0.05 0.03 442 1369 779 9980 9810 21 693 0.0021089798644908864 0.006532111842733085 0.0039028056112224447
0.02 0.05 0.03 564 1334 585 9980 9761 21 873 0.002691096478671629 0.006365111174730413 0.002930861723446894
0.02 0.05 0.03 565 1497 716 9980 9787 21 853 0.002695867926328848 0.007142857142857143 0.0035871743486973946
0.02 0.05 0.03 522 1280 754 9980 9751 21 777 0.0024906956770684224 0.006107453001240577 0.003777555110220441
0.02 0.05 0.03 632 1409 620 9980 9799 21 821 0.0030155549193625346 0.006722969749021853 0.0031062124248496994
0.02 0.05 0.03 716 1262 708 9980 9802 21 913 0.0034163565225689475 0.006021566943410631 0.0035470941883767536
0.02 0.05 0.03 634 1427 714 9980 9793 21 832 0.003025097814676973 0.006808855806851799 0.0035771543086172346
0.02 0.05 0.03 576 1346 716 9980 9791 21 842 0.0027483538505582595 0.006422368546617044 0.0035871743486973946
0.02 0.05 0.03 538 1235 652 9980 9753 21 762 0.00256703883958393 0.005892737856665713 0.0032665330661322644
0.02 0.05 0.03 655 1215 741 9980 9777 21 847 0.0031252982154785763 0.005797308903521328 0.0037124248496993987
0.02 0.05 0.03 631 1338 594 9980 9813 21 915 0.0030107834717053154 0.00638419696535929 0.0029759519038076152
0.02 0.05 0.04 318 1035 575 9980 9847 21 739 0.0015173203549957057 0.004938448325221873 0.002880761523046092
0.02 0.05 0.04 475 1223 758 9980 9896 21 755 0.0022664376371791203 0.005835480484779082 0.0037975951903807615
0.02 0.05 0.04 509 1177 844 9980 9897 21 804 0.002428666857524573 0.005615993892546999 0.004228456913827655
0.02 0.05 0.04 453 1111 848 9980 9898 21 712 0.002161465788720298 0.005301078347170532 0.004248496993987976
0.02 0.05 0.04 450 1097 717 9980 9884 21 741 0.00214715144574864 0.005234278079969463 0.003592184368737475
0.02 0.05 0.04 555 1207 766 9980 9903 21 887 0.0026481534497566563 0.0057591373222635744 0.003837675350701403
0.02 0.05 0.04 410 1210 926 9980 9913 21 589 0.001956293539459872 0.005773451665235232 0.004639278557114228
0.02 0.05 0.04 453 1046 771 9980 9846 21 736 0.002161465788720298 0.004990934249451283 0.0038627254509018038
0.02 0.05 0.04 325 1295 660 9980 9864 21 613 0.00155072048859624 0.006179024716098864 0.003306613226452906
0.02 0.05 0.04 428 1301 680 9980 9845 21 650 0.0020421795972898177 0.0062076534020421795 0.003406813627254509
0.02 0.05 0.04 413 1118 899 9980 9861 21 629 0.00197060788243153 0.005334478480771066 0.004504008016032064
0.02 0.05 0.04 551 1103 670 9980 9875 21 849 0.0026290676591277794 0.005262906765912778 0.003356713426853707
0.02 0.05 0.04 504 1012 842 9980 9836 21 727 0.002404809619238477 0.004828705029105831 0.004218436873747495
0.02 0.05 0.04 574 1197 895 9980 9878 21 827 0.002738810955243821 0.005711422845691383 0.004483967935871743
0.02 0.05 0.04 549 1038 737 9980 9868 21 816 0.002619524763813341 0.00495276266819353 0.0036923847695390782
0.02 0.05 0.04 482 1202 665 9980 9883 21 708 0.0022998377707796544 0.005735280083977478 0.0033316633266533067
0.02 0.05 0.04 462 1062 730 9980 9889 21 724 0.0022044088176352704 0.005067277411966791 0.003657314629258517
0.02 0.05 0.04 375 1171 755 9980 9897 21 673 0.0017892928714572 0.005587365206603683 0.003782565130260521
0.02 0.05 0.04 468 1200 636 9980 9860 21 747 0.0022330375035785857 0.005725737188663041 0.003186372745490982
0.02 0.05 0.04 522 1151 727 9980 9914 21 791 0.0024906956770684224 0.0054919362534593 0.0036422845691382764
0.02 0.05 0.05 262 855 586 9980 9953 21 648 0.0012501192861914304 0.004079587746922416 0.002935871743486974
0.02 0.05 0.05 410 1014 718 9980 10005 21 670 0.001956293539459872 0.004838247924420269 0.003597194388777555
0.02 0.05 0.05 385 1129 805 9980 9938 21 614 0.001837007348029392 0.005386964405000477 0.004033066132264529
0.02 0.05 0.05 351 811 822 9980 9993 21 606 0.0016747781276839394 0.0038696440500047714 0.004118236472945892
0.02 0.05 0.05 412 910 748 9980 9978 21 701 0.0019658364347743106 0.004342017368069473 0.00374749498997996
0.02 0.05 0.05 430 996 703 9980 10015 21 778 0.002051722492604256 0.004752361866590324 0.0035220440881763527
0.02 0.05 0.05 391 1091 960 9980 9987 21 558 0.0018656360339727074 0.005205649394026147 0.004809619238476954
0.02 0.05 0.05 367 845 759 9980 9944 21 644 0.0017511212901994465 0.004031873270350224 0.0038026052104208415
0.02 0.05 0.05 313 1065 696 9980 9968 21 586 0.0014934631167096096 0.0050815917549384484 0.003486973947895792
0.02 0.05 0.05 356 1109 759 9980 9947 21 597 0.0016986353659700353 0.005291535451856093 0.0038026052104208415
0.02 0.05 0.05 398 842 721 9980 9971 21 683 0.0018990361675732417 0.004017558927378566 0.0036122244488977955
0.02 0.05 0.05 473 891 650 9980 9962 21 803 0.002256894741864682 0.004251359862582307 0.003256513026052104
0.02 0.05 0.05 351 992 728 9980 9954 21 688 0.0016747781276839394 0.004733276075961447 0.003647294589178357
0.02 0.05 0.05 444 957 720 9980 10002 21 723 0.002118522759805325 0.004566275407958775 0.0036072144288577155
0.02 0.05 0.05 310 861 711 9980 9996 21 572 0.0014791487737379522 0.004108216432865732 0.003562124248496994
0.02 0.05 0.05 323 985 786 9980 9994 21 592 0.0015411775932818016 0.0046998759423609125 0.003937875751503006
0.02 0.05 0.05 362 792 597 9980 9935 21 572 0.0017272640519133504 0.0037789865445176066 0.0029909819639278557
0.02 0.05 0.05 377 889 737 9980 9954 21 633 0.0017988357667716385 0.004241816967267869 0.0036923847695390782
0.02 0.05 0.05 390 997 696 9980 9978 21 627 0.0018608645863154882 0.004757133314247543 0.003486973947895792
0.02 0.05 0.05 386 773 1023 9980 10003 21 635 0.0018417787956866113 0.003688329039030442 0.005125250501002004
0.03 0.01 0.01 2145 694 725 9980 9982 21 2090 0.010234755224735185 0.003311384674110125 0.0036322645290581164
0.03 0.01 0.01 2284 601 734 9980 9986 21 2054 0.010897986449088654 0.002867640041988739 0.0036773547094188378
0.03 0.01 0.01 2422 687 620 9980 9972 21 1902 0.011556446225784903 0.0032779845405095905 0.0031062124248496994
0.03 0.01 0.01 2343 673 621 9980 9969 21 2042 0.011179501860864586 0.003211184273308522 0.0031112224448897794
0.03 0.01 0.01 2325 806 661 9980 9979 21 1957 0.01109361580303464 0.0038457868117186753 0.003311623246492986
0.03 0.01 0.01 2148 917 722 9980 9964 21 1900 0.010249069567706843 0.004375417501670006 0.003617234468937876
0.03 0.01 0.01 2231 892 814 9980 9996 21 1973 0.010645099723256037 0.004256131310239527 0.004078156312625251
0.03 0.01 0.01 2429 655 798 9980 9989 21 2074 0.011589846359385437 0.0031252982154785763 0.003997995991983968
0.03 0.01 0.01 2138 642 800 9980 10001 21 1804 0.01020135509113465 0.0030632693959347264 0.004008016032064128
0.03 0.01 0.01 2130 820 774 9980 10004 21 1763 0.010163183509876897 0.003912587078919744 0.003877755511022044
0.03 0.01 0.01 2213 861 917 9980 9992 21 1959 0.01055921366542609 0.004108216432865732 0.004594188376753507
0.03 0.01 0.01 2470 640 622 9980 10014 21 2105 0.011785475713331425 0.0030537265006202884 0.00311623246492986
0.03 0.01 0.01 2452 805 684 9980 9970 21 2006 0.01169958965550148 0.003841015364061456 0.0034268537074148295
0.03 0.01 0.01 2121 859 770 9980 9987 21 1950 0.010120240480961924 0.004098673537551293 0.0038577154308617233
0.03 0.01 0.01 2416 862 627 9980 9965 21 2033 0.011527817539841587 0.004112987880522951 0.0031412825651302603
0.03 0.01 0.01 2246 772 710 9980 9974 21 1956 0.010716671438114323 0.0036835575913732226 0.0035571142284569137
0.03 0.01 0.01 2458 679 709 9980 9972 21 2027 0.011728218341444795 0.003239812959251837 0.0035521042084168336
0.03 0.01 0.01 2120 736 860 9980 9977 21 1841 0.010115469033304705 0.0035117854757133315 0.004308617234468938
0.03 0.01 0.01 2024 823 608 9980 9966 21 1927 0.009657410058211661 0.003926901421891402 0.0030460921843687375
0.03 0.01 0.01 2484 897 559 9980 9960 21 2101 0.011852275980532494 0.004279988548525623 0.0028006012024048097
0.03 0.01 0.02 1636 518 1255 9980 10118 21 1840 0.007806088367210612 0.002471609886439546 0.006287575150300601
0.03 0.01 0.02 1811 506 1172 9980 10082 21 1823 0.008641091707223972 0.0024143525145529153 0.005871743486973948
0.03 0.01 0.02 2033 499 1236 9980 10075 21 1746 0.009700353087126634 0.002380952380952381 0.006192384769539078
0.03 0.01 0.02 2018 568 1084 9980 10044 21 1878 0.009628781372268346 0.0027101822693005057 0.005430861723446894
0.03 0.01 0.02 1892 641 1051 9980 10084 21 1767 0.009027578967458727 0.0030584979482775076 0.005265531062124249
0.03 0.01 0.02 2128 605 1165 9980 10098 21 2049 0.010153640614562458 0.002886725832617616 0.005836673346693386
0.03 0.01 0.02 1885 772 1263 9980 10086 21 1800 0.008994178833858193 0.0036835575913732226 0.006327655310621243
0.03 0.01 0.02 1881 696 1160 9980 10074 21 1722 0.008975093043229316 0.0033209275694245635 0.005811623246492986
0.03 0.01 0.02 1833 679 981 9980 10057 21 1769 0.008746063555682795 0.003239812959251837 0.004914829659318637
0.03 0.01 0.02 1882 442 1316 9980 10129 21 1778 0.008979864490886535 0.0021089798644908864 0.006593186372745491
0.03 0.01 0.02 1784 791 1365 9980 10071 21 1712 0.008512262620479053 0.0037742150968603874 0.0068386773547094186
0.03 0.01 0.02 2007 485 1112 9980 10108 21 1910 0.009576295448038934 0.002314152113751312 0.0055711422845691385
0.03 0.01 0.02 1975 729 1021 9980 10041 21 1785 0.009423609123007921 0.003478385342112797 0.005115230460921843
0.03 0.01 0.02 2015 753 1215 9980 10100 21 1816 0.009614467029296688 0.003592900085886058 0.006087174348697395
0.03 0.01 0.02 1939 672 1067 9980 10057 21 1805 0.009251837007348029 0.0032064128256513026 0.005345691382765531
0.03 0.01 0.02 1703 489 1161 9980 10120 21 1862 0.008125775360244298 0.002333237904380189 0.005816633266533066
0.03 0.01 0.02 2011 592 1112 9980 10053 21 1793 0.009595381238667811 0.0028246970130737666 0.0055711422845691385
0.03 0.01 0.02 1819 572 1097 9980 10089 21 1846 0.008679263288481726 0.0027292680599293826 0.005495991983967936
0.03 0.01 0.02 1583 595 1118 9980 10063 21 1720 0.007553201641377994 0.0028390113560454243 0.005601202404809619
0.03 0.01 0.02 1687 667 1304 9980 10115 21 1622 0.00804943219772879 0.0031825555873652065 0.006533066132264529
0.03 0.01 0.03 1370 444 1404 9980 10209 21 1678 0.006536883290390304 0.002118522759805325 0.007034068136272545
0.03 0.01 0.03 1553 409 1316 9980 10178 21 1680 0.007410058211661418 0.001951522091802653 0.006593186372745491
