p_s,p_d,d,S,D,I,K1,k,S_norm,D_norm,I_norm,a,b,c
0.1,0.08,0.06,112,52,19,9980,21,0.000534402,0.000248115,9.52E-05,1.93965E-76,0.000248115,0.000877708
0.1,0.08,0.07,91,52,13,9980,21,0.000434202,0.000248115,6.51E-05,1.93965E-76,0.000248115,0.000747447
0.1,0.08,0.08,81,48,23,9980,21,0.000386487,0.000229029,0.00011523,3.61176E-77,0.000229029,0.000730747
0.1,0.08,0.09,67,42,24,9980,21,0.000319687,0.000200401,0.00012024,2.1872E-78,0.000200401,0.000640328
0.1,0.08,0.1,52,39,26,9980,21,0.000248115,0.000186086,0.000130261,4.61328E-79,0.000186086,0.000564462
0.1,0.09,0.01,279,147,4,9980,21,0.001331234,0.000701403,2.00E-05,5.82529E-67,0.000701403,0.002052677
0.1,0.09,0.02,163,120,11,9980,21,0.000777746,0.000572574,5.51E-05,8.2122E-69,0.000572574,0.00140543
0.1,0.09,0.03,143,109,13,9980,21,0.000682317,0.000520088,6.51E-05,1.09046E-69,0.000520088,0.001267535
0.1,0.09,0.04,114,79,12,9980,21,0.000543945,0.000376944,6.01E-05,1.26422E-72,0.000376944,0.00098101
0.1,0.09,0.05,100,58,8,9980,21,0.000477145,0.000276744,4.01E-05,1.9215E-75,0.000276744,0.000793969
0.1,0.09,0.06,90,49,12,9980,21,0.00042943,0.000233801,6.01E-05,5.56892E-77,0.000233801,0.000723351
0.1,0.09,0.07,76,45,9,9980,21,0.00036263,0.000214715,4.51E-05,9.31357E-78,0.000214715,0.000622435
0.1,0.09,0.08,71,41,19,9980,21,0.000338773,0.000195629,9.52E-05,1.3186E-78,0.000195629,0.000629593
0.1,0.09,0.09,63,36,20,9980,21,0.000300601,0.000171772,0.0001002,8.59025E-80,0.000171772,0.000572574
0.1,0.09,0.1,48,33,22,9980,21,0.000229029,0.000157458,0.00011022,1.3818E-80,0.000157458,0.000496708
0.1,0.1,0.01,211,119,4,9980,21,0.001006775,0.000567802,2.00E-05,6.88874E-69,0.000567802,0.001594618
0.1,0.1,0.02,126,99,8,9980,21,0.000601202,0.000472373,4.01E-05,1.44541E-70,0.000472373,0.001113656
0.1,0.1,0.03,111,88,10,9980,21,0.000529631,0.000419887,5.01E-05,1.2184E-71,0.000419887,0.000999618
0.1,0.1,0.04,89,68,8,9980,21,0.000424659,0.000324458,4.01E-05,5.42426E-74,0.000324458,0.000789197
0.1,0.1,0.05,78,50,4,9980,21,0.000372173,0.000238572,2.00E-05,8.51184E-77,0.000238572,0.000630785
0.1,0.1,0.06,68,44,8,9980,21,0.000324458,0.000209944,4.01E-05,5.80978E-78,0.000209944,0.000574482
0.1,0.1,0.07,56,40,8,9980,21,0.000267201,0.000190858,4.01E-05,7.85079E-79,0.000190858,0.000498139
0.1,0.1,0.08,55,35,18,9980,21,0.00026243,0.000167001,9.02E-05,4.75425E-80,0.000167001,0.000519611
0.1,0.1,0.09,47,30,19,9980,21,0.000224258,0.000143143,9.52E-05,1.86724E-81,0.000143143,0.000462592
0.1,0.1,0.1,32,27,21,9980,21,0.000152686,0.000128829,0.00010521,2.04311E-82,0.000128829,0.000386726
